ID,Marital_Status,Income
125,Together,53083
3463,Married,69283
2804,Single,46098
3745,Married,23331
9771,Single,23331
451,Single,9255
10530,Widow,67786
1079,Married,71969
8920,Single,59235
6678,Together,31928
3852,Together,74881
528,Married,65819
73,Single,51411
5589,Divorced,51983
10212,Together,42386
6365,Married,30390
5636,Single,30983
591,Widow,66033
2217,Married,37284
2544,Divorced,57530
7725,Married,76800
8091,Married,63943
7321,Together,76081
5462,Married,67445
7791,Married,37054
955,Together,47175
4037,Divorced,31859
6642,Divorced,27215
2793,Divorced,70179
5424,Married,39922
879,Married,49681
9530,Married,24645
4828,Divorced,79865
10699,Married,44322
1497,Single,47958
7476,Single,63972
4390,Together,75315
10478,Married,55517
1081,Married,75283
4261,Single,82800
9916,Married,38998
5350,Single,90638
8135,Married,27161
8685,Married,42014
4967,Together,38201
2130,Together,45203
9298,Together,81574
8175,Married,34935
6257,Single,60482
3790,Together,34633
9952,Together,78093
3503,Divorced,82460
5223,Together,45903
4608,Divorced,81361
1626,Divorced,35860
4764,Together,40442
2471,Married,61482
5892,Married,34968
2612,Married,75794
4971,Together,31497
5185,Married,74268
10069,Together,13724
2262,Together,45143
1131,Single,52569
1041,Single,48432
24,Together,17144
3409,Single,36108
7022,Married,76445
7943,Married,36663
5272,Married,53843
5453,Married,90226
2565,Divorced,70638
800,Together,44512
11092,Married,27116
5062,Married,54072
8969,Married,71855
4656,Single,51250
4480,Married,60432
9971,Married,65526
6729,Single,68655
1773,Married,12393
9242,Single,64509
1764,Single,33955
6215,Married,31353
10099,Married,55434
5423,Together,28359
940,Single,57100
3011,Married,69139
3298,Married,52973
8286,Together,51717
9668,Married,18793
5120,Together,66664
6097,Single,50664
7019,Together,54414
7408,Married,54549
8041,Widow,47111
252,Divorced,41003
9986,Together,19444
3276,Together,36301
3859,Together,73059
3570,Together,42731
3783,Married,52854
10207,Together,22775
10906,Together,46681
3427,Married,59821
5209,Divorced,50002
10711,Married,69755
10785,Married,44078
2814,Together,30560
6866,Together,35924
1665,Divorced,64140
6575,Together,56386
3829,Together,24594
3091,Together,75774
10141,Divorced,39228
5177,Married,58494
7005,Single,58684
6409,Divorced,57136
7485,Widow,56551
8079,Married,22448
8395,Single,82014
10352,Widow,34213
4931,Together,157146
13,Widow,25358
1834,Single,35544
2285,Together,36634
2295,Married,62670
1378,Together,50334
2781,Single,72066
1165,Single,50729
1404,Together,34916
6457,Divorced,64892
2639,Single,43602
8299,Single,33996
6437,Single,41473
6912,Married,63246
7327,Married,36732
5299,Married,69084
4127,Married,77766
8143,Single,37929
1964,Together,86610
3690,Married,80141
3433,Married,72635
3389,Married,69016
4712,Together,20193
1170,Married,27573
6347,Single,15862
4065,Married,49544
8230,Married,33228
1215,Together,70440
5939,Together,38232
2156,Married,22554
7788,Married,23536
10323,Married,49413
7947,Married,42231
1891,Divorced,78789
2570,Together,56534
9256,Single,58350
295,Single,81217
7397,Single,49090
6349,Divorced,61787
10790,Married,18169
10398,Single,24336
2431,Married,18222
550,Divorced,62335
1890,Together,42033
10742,Married,86580
10356,Divorced,41437
4676,Widow,73705
8852,Married,61064
3565,Married,38452
5294,Single,18358
1958,Together,55012
7349,Together,9722
8799,Married,38175
1351,Together,58656
1045,Together,52117
7732,Married,64813
8070,Married,54222
477,Married,83512
7832,Married,77520
2202,Together,41154
7396,Married,80398
4055,Single,18746
10340,Together,35196
10091,Single,60230
7629,Married,22108
10640,Together,44392
3498,Married,55424
6742,Married,17688
1172,Married,92491
569,Single,90273
4686,Widow,82571
1381,Single,38513
2634,Single,16653
10905,Together,42586
1744,Single,23529
1000,Together,74881
3828,Married,71107
8605,Together,46910
10304,Married,18690
4351,Divorced,37244
10129,Together,82427
2499,Single,75342
10092,Divorced,70044
7500,Single,79146
5796,Married,77437
10556,Married,54984
1064,Married,42403
48,Together,55761
7610,Together,37292
263,Single,45576
10814,Together,70321
9710,Divorced,58086
9292,Married,81795
10250,Together,28389
7881,Married,66835
5847,Divorced,69901
737,Married,80360
3571,Together,63342
7807,Married,44989
3878,Single,31859
5092,Widow,51569
2154,Widow,30372
5394,Single,16014
3798,Married,41120
3524,Single,39763
5247,Married,38725
5883,Married,77981
2118,Married,62905
8812,Divorced,13533
6616,Together,59481
2797,Married,72117
4328,Married,21955
9167,Married,67131
10560,Single,36802
2631,Together,71853
8312,Married,28249
5534,Married,47808
5093,Divorced,25509
7592,Married,51012
8895,Single,70596
8584,Together,85431
2694,Married,42664
8910,Together,42586
7433,Single,29760
164,Married,28973
10477,Together,39435
2681,Married,65370
5150,Single,20194
5283,Single,42473
9645,Married,64590
10678,Together,71232
7261,Together,34600
9648,Single,46904
2870,Married,49094
8008,Together,36075
1513,Together,60839
6173,Together,77298
1419,Together,34026
9150,Single,48918
7960,Together,82122
1250,Single,37697
9905,Together,34074
10691,Married,28520
7002,Single,62535
2952,Single,36273
8439,Together,63404
762,Together,75774
2831,Together,78416
6977,Together,75702
6289,Together,59385
4168,Single,37070
8397,Married,44689
9284,Together,53977
6237,Single,7144
3130,Single,18701
1619,Married,90369
1990,Single,63159
5513,Together,37758
269,Single,46757
8093,Married,79734
10513,Together,63207
10177,Divorced,72071
2549,Together,21840
5782,Together,58582
10057,Single,72282
10307,Married,50387
8566,Together,32583
2415,Together,62568
5684,Divorced,44635
8334,Single,33316
9166,Married,63967
1440,Together,52513
78,Married,25293
5441,Widow,54111
5302,Together,78394
4687,Married,80739
1087,Together,22669
6859,Single,29236
9860,Together,44911
7129,Married,54693
5866,Together,48186
10521,Married,54809
7393,Together,41580
7849,Married,80336
332,Married,47743
9847,Married,62972
531,Divorced,57333
9576,Together,32313
6906,Widow,84953
7419,Divorced,27071
3170,Together,68148
8527,Together,65735
7872,Married,86836
9931,Married,4023
10595,Married,30093
4609,Married,57705
5010,Single,25008
4427,Single,83257
11148,Together,22280
1168,Married,72159
9595,Together,64260
10163,Single,82733
2886,Divorced,74290
6710,Single,58217
5316,Together,21024
9029,Married,70116
521,Together,54006
1459,Married,69063
10241,Divorced,11448
1630,Single,61825
3254,Married,70886
9064,Married,69109
3678,Widow,60208
4227,Together,32889
9467,Single,34738
8486,Together,30538
2186,Together,82326
3286,Divorced,26642
8602,Divorced,69932
3722,Single,44503
6715,Single,60200
4796,Divorced,49638
9612,Single,23830
3766,Widow,33051
1399,Married,72905
1570,Together,69702
3426,Divorced,70300
3074,Married,70643
8341,Married,30396
5180,Divorced,50616
6461,Single,62772
7679,Single,30298
10702,Single,52413
7505,Married,44155
5113,Divorced,86979
10858,Together,76532
2961,Married,42081
2747,Married,67546
3010,Together,88420
5790,Married,31158
6892,Divorced,61671
1743,Single,69719
3578,Divorced,49160
8462,Together,24882
5558,Single,90933
4619,Single,113734
8780,Together,59292
10789,Married,45759
10779,Single,22148
5896,Married,73395
2337,Divorced,29819
10951,Married,45688
544,Married,62820
17,Married,60491
10680,Together,33235
3265,Married,35701
5623,Married,31535
5832,Together,92556
5544,Single,67384
6417,Together,80573
5831,Married,77870
7101,Widow,52278
10176,Single,57107
2326,Married,18929
4385,Single,36038
2929,Single,20180
10686,Together,34230
2546,Single,31878
3283,Married,70932
3138,Single,91249
4994,Single,77598
7966,Single,80982
3112,Married,22701
10872,Married,55212
2181,Married,70617
1867,Single,64849
1518,Married,62694
5734,Married,61917
2878,Married,67472
1458,Married,21059
7007,Married,29543
6200,Married,75903
1403,Together,34984
4827,Single,54998
6250,Widow,54356
9291,Married,34242
2478,Married,25410
1139,Married,73356
5138,Together,28320
5393,Single,23763
10413,Married,72570
5015,Married,34529
10868,Widow,70792
10676,Married,63211
2495,Married,83891
7842,Single,36065
9955,Together,39898
6663,Single,51141
2162,Married,56939
3434,Single,80872
7919,Together,72335
5626,Single,61798
6428,Widow,76842
8514,Together,29478
10448,Single,46998
2109,Single,96843
7530,Widow,56551
8925,Married,70053
3009,Widow,71670
6355,Married,44359
3517,Single,40887
1158,Divorced,48877
6203,Together,74485
7165,Together,64474
3595,Together,77226
8537,Widow,72643
4331,Together,85738
6281,Divorced,55686
4338,Single,39062
2452,Together,34600
9507,Married,40794
8360,Married,54690
10311,Married,4428
5117,Married,32632
4867,Single,38236
9289,Married,36781
10913,Single,31385
3032,Married,24570
8524,Divorced,25509
3334,Married,94642
4470,Married,58646
1406,Single,53201
8619,Together,21994
10821,Married,57113
4552,Married,51373
898,Married,23477
9797,Married,58116
10949,Divorced,72968
8212,Married,39791
6248,Single,91712
10164,Single,94472
4547,Together,13672
6815,Married,96547
4122,Married,79205
10841,Together,56559
5370,Married,32644
176,Single,67506
4860,Single,24206
10757,Divorced,28420
4023,Married,22979
6679,Single,33279
9923,Single,46423
7181,Married,30368
3599,Married,63684
405,Divorced,41638
6870,Divorced,68805
832,Together,65814
2002,Divorced,71964
3657,Single,39146
500,Together,96876
1951,Married,34445
3262,Single,68281
4102,Married,37284
7042,Married,36790
10598,Together,27943
255,Divorced,22263
2375,Together,30261
9829,Together,28587
6214,Married,43815
4954,Married,48195
7861,Married,77027
4837,Married,71322
9423,Married,32765
4198,Together,29672
153,Divorced,23272
9323,Together,49912
10001,Together,7500
3945,Widow,68117
3799,Married,67225
8625,Married,17649
3491,Together,55914
983,Married,40059
9119,Together,60905
4786,Married,75330
5872,Single,60689
6568,Married,38680
5628,Together,61416
5631,Single,49767
4974,Single,83273
8416,Married,29009
5454,Married,45057
4095,Married,37150
5474,Single,43020
4268,Married,53154
10701,Married,65308
3507,Single,76467
2079,Married,81044
626,Married,32871
4426,Single,55801
2591,Widow,76320
10509,Single,36927
6382,Together,48794
6673,Single,23478
7441,Divorced,71128
1071,Divorced,70179
10061,Married,59462
7187,Together,
8775,Together,38361
1612,Single,
2345,Together,70038
322,Together,42554
10897,Married,67445
123,Widow,67046
6103,Married,42192
7899,Married,77610
10500,Married,31761
1655,Together,34350
2406,Together,54591
2712,Married,71866
5517,Married,25293
10643,Single,42000
2254,Married,69520
10281,Divorced,64713
6958,Married,27889
954,Widow,22123
5079,Married,
10339,Together,
4643,Married,27803
3117,Single,
6497,Married,51651
5396,Married,68487
5250,Widow,
1052,Married,56796
2802,Married,87000
6343,Married,79823
6507,Single,30828
7901,Married,34109
4865,Divorced,53367
2686,Together,22390
3107,Together,71322
7734,Absurd,79244
1146,Together,49912
11031,Married,48699
7428,Together,80144
975,Single,54252
1103,Married,81929
3422,Married,76068
1055,Married,53204
6544,Together,67911
1241,Married,14796
2909,Married,78128
5802,Married,14188
1407,Married,20425
6183,Married,58646
340,Divorced,72967
5991,Married,48150
3104,Single,82332
9729,Widow,58275
1008,Together,44953
11091,Together,34587
3969,Together,43018
1916,Married,45736
9907,Together,66476
87,Married,27733
8659,Together,69805
6262,Single,72217
6147,Divorced,25818
8832,Together,37509
10067,Together,25176
7532,Married,43586
4915,Married,53230
2115,Together,50116
2088,Together,84906
2493,Married,61286
6292,Married,82333
1631,Together,65220
10104,Together,33590
3006,Divorced,30992
3919,Single,72309
11181,Married,156924
642,Married,16005
4369,Absurd,65487
10127,Married,58692
271,Widow,40590
4973,Single,20587
2948,Divorced,62637
2715,Divorced,29435
10432,Divorced,19346
9216,Married,35788
7124,Divorced,36997
9727,Married,23539
5136,Single,65333
9790,Single,78499
1818,Together,29732
1100,Together,41275
7873,Together,63516
10609,Married,42769
6950,Married,49572
7233,Married,69209
9481,Married,17148
7699,Widow,40590
2711,Together,30560
8933,Married,32146
8726,Divorced,41713
1515,Together,34176
5186,Married,58482
10157,Single,59686
5667,Married,60896
902,Together,62994
977,Together,47320
7313,Widow,74859
7600,Single,15253
9706,Single,31560
2429,Divorced,72071
3520,Single,91172
10394,Married,90000
4548,Single,41967
9362,Single,69263
3968,Divorced,65706
4084,Together,60934
6721,Married,71965
2829,Married,65210
1772,Married,79174
1544,Divorced,81380
492,YOLO,48432
4377,Married,52914
4541,Together,38946
1321,Married,26067
8858,Married,44325
3266,Married,42523
11187,Single,26487
8207,Married,53233
9723,Married,67716
2666,Married,76234
5721,Married,84117
10652,Together,65487
1646,Married,25224
4418,Single,89616
2656,Divorced,40851
7990,Married,27469
8722,Married,82347
7118,Married,73803
2980,Single,8820
1839,Single,43322
10722,Together,55593
2632,Married,50501
9014,Married,37085
7620,Single,16185
10968,Single,57731
11133,YOLO,48432
2736,Married,73807
1876,Married,18929
5959,Single,35893
1092,Married,61014
4333,Together,32144
3850,Together,14918
6168,Divorced,45146
607,Divorced,41769
10469,Together,88325
6983,Divorced,38054
3661,Single,80617
9303,Married,5305
692,Together,36807
736,Together,28427
9589,Widow,82032
4838,Together,22775
9246,Together,40101
6261,Married,58025
7366,Single,75777
10659,Together,7500
1448,Married,33562
4286,Single,57642
4749,Together,58554
4478,Married,63777
4201,Single,57967
8720,Together,
10084,Married,24434
7004,Single,11012
9817,Single,44802
8080,Single,26816
9432,Together,666666
8372,Married,34421
10870,Married,61223
4001,Together,64014
7270,Divorced,56981
8235,Together,69245
9405,Married,52869
