ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
450,1958,Master,Together,42315,0,1,12/07/2013,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0
9316,1952,Basic,Together,13084,0,0,02/11/2013,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0
6379,1949,Master,Widow,47570,1,1,29/05/2013,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1
9239,1961,Master,Married,61923,0,2,26/07/2013,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0
8315,1995,Graduation,Single,34824,0,0,26/03/2014,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0
2868,1949,PhD,Single,26518,1,1,08/04/2013,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1
10888,1961,Graduation,Single,45938,0,0,03/11/2013,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0
1277,1960,Graduation,Together,78468,0,0,09/04/2014,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0
9977,1973,Graduation,Divorced,78901,0,1,17/09/2013,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0
10196,1978,Graduation,Married,71427,2,0,12/03/2014,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0
6384,1978,Graduation,Divorced,71022,0,1,11/02/2014,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,0
8029,1988,Master,Single,90247,0,0,29/04/2014,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1
968,1968,Master,Divorced,41335,1,0,26/12/2013,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0
6988,1986,Graduation,Married,71952,1,0,10/01/2013,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0
4472,1970,PhD,Divorced,35682,1,0,27/06/2014,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0
6991,1951,Graduation,Divorced,43185,0,1,10/04/2013,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0
3336,1948,PhD,Together,66375,0,1,21/11/2013,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0
4301,1971,Master,Married,35178,1,0,10/01/2013,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1
1940,1986,Graduation,Married,25252,1,0,12/07/2013,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1272,1965,Master,Single,55250,0,1,21/10/2012,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0
1388,1975,Graduation,Single,33249,1,0,20/02/2013,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0
1044,1953,Graduation,Together,58398,0,0,14/05/2013,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0
6969,1982,Graduation,Together,50272,1,0,07/08/2013,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0
10479,1975,PhD,Married,76618,0,0,07/12/2012,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0
3619,1960,2n Cycle,Divorced,87305,0,0,23/09/2012,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1
1715,1978,Graduation,Together,25851,1,0,11/02/2013,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0
10159,1970,Graduation,Divorced,58710,0,1,31/03/2013,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0
1463,1958,Graduation,Single,45160,1,1,29/03/2014,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0
5114,1965,Master,Married,74806,0,1,19/12/2012,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0
4990,1954,Graduation,Married,59111,0,0,02/05/2013,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0
4329,1984,PhD,Married,18988,1,0,23/05/2014,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0
10936,1965,Graduation,Married,72190,0,0,13/02/2013,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,3,11,0
4692,1976,Graduation,Married,7500,1,0,01/08/2012,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1
7212,1966,Graduation,Married,44794,0,1,08/06/2014,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0
6086,1955,Graduation,Married,80395,0,0,23/11/2013,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0
437,1976,Master,Divorced,75012,0,0,25/01/2014,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0
11171,1965,Master,Married,56962,2,1,11/10/2013,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0
11101,1991,Graduation,Together,89891,0,0,15/04/2013,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,3,11,0
5329,1949,PhD,Divorced,35946,1,1,27/09/2013,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,3,11,0
610,1953,PhD,Together,53593,1,1,07/08/2012,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0
9384,1978,Graduation,Married,66373,1,1,12/06/2013,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0
5956,1948,PhD,Divorced,45072,1,2,16/10/2013,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,3,11,0
10430,1973,Graduation,Divorced,89694,1,1,09/10/2013,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,3,11,0
7875,1949,Graduation,Married,72025,0,0,29/04/2014,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,3,11,1
7072,1973,Graduation,Married,67432,0,1,29/03/2013,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,3,11,0
6255,1952,Master,Together,70545,0,1,03/06/2014,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,3,11,0
6516,1989,Basic,Married,17487,1,0,18/03/2013,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,3,11,0
5564,1969,Graduation,Together,62882,0,1,09/08/2012,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0
5682,1953,PhD,Single,64108,0,1,23/03/2013,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,3,11,0
7458,1956,Master,Together,34941,1,1,06/03/2013,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,3,11,0
5237,1950,PhD,Single,48767,1,2,01/01/2014,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,3,11,0
7761,1978,2n Cycle,Together,38702,1,0,01/08/2013,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,3,11,0
5278,1964,Graduation,Married,82224,0,0,25/01/2014,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,3,11,0
3560,1952,Graduation,Together,83844,0,0,12/05/2013,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0
7235,1975,2n Cycle,Married,17003,1,0,09/12/2013,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,3,11,0
10548,1995,Graduation,Single,71163,0,0,09/03/2014,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,3,11,0
2281,1970,Graduation,Single,33697,1,0,15/09/2013,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,3,11,0
4073,1954,2n Cycle,Married,63564,0,0,29/01/2014,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,3,11,1
6974,1972,PhD,Together,83443,0,0,31/12/2013,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,3,11,0
7938,1958,PhD,Together,51518,0,1,03/10/2013,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,3,11,0
7094,1975,Graduation,Widow,58330,0,1,25/12/2013,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0
3667,1969,Graduation,Married,80952,0,0,28/02/2013,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,3,11,1
7723,1979,Graduation,Together,75507,0,0,02/05/2014,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,3,11,0
3870,1978,2n Cycle,Together,63855,0,0,09/02/2013,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,3,11,0
4012,1972,PhD,Together,62220,0,1,11/08/2012,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,3,11,1
5909,1964,Graduation,Married,58512,0,1,19/09/2013,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,3,11,0
10470,1979,Master,Married,40662,1,0,15/03/2013,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,3,11,0
6488,1959,PhD,Married,38829,0,1,06/04/2014,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,3,11,0
10270,1981,2n Cycle,Married,35523,1,0,03/10/2013,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,3,11,0
6887,1967,Graduation,Single,79146,1,1,24/04/2014,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0
6406,1988,Master,Married,78285,0,0,28/10/2013,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,3,11,0
7573,1978,PhD,Single,31626,1,0,10/05/2013,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,3,11,1
4508,1952,Graduation,Single,75127,0,0,22/05/2014,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,3,11,0
221,1955,Graduation,Married,48726,0,1,27/04/2013,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,3,11,0
5331,1977,Graduation,Married,74985,0,0,11/09/2012,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,3,11,0
1911,1987,Graduation,Together,67430,0,0,05/09/2012,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,3,11,0
20,1965,2n Cycle,Married,46891,0,1,01/09/2013,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0
8786,1956,Master,Married,62058,0,1,26/05/2013,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,3,11,0
10582,1979,Graduation,Married,72063,0,1,03/07/2013,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,3,11,0
1915,1951,PhD,Married,78939,0,0,12/12/2013,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,3,11,0
8897,1965,Graduation,Single,42720,1,1,24/04/2013,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,3,11,1
2371,1972,Graduation,Married,33622,1,1,13/04/2013,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,3,11,0
4303,1957,PhD,Together,6835,0,1,08/12/2012,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,3,11,0
6825,1953,Graduation,Together,41452,1,1,06/03/2013,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1072,1965,PhD,Single,40760,0,1,30/08/2013,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,3,11,0
4964,1958,PhD,Together,74250,0,0,26/01/2014,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,3,11,0
2461,1955,Master,Single,51124,1,1,18/12/2013,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,3,11,0
10736,1971,Graduation,Single,72258,0,1,12/09/2013,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,3,11,0
3194,1974,PhD,Single,71466,0,0,05/04/2014,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,3,11,0
10839,1976,Graduation,Together,36283,1,1,14/04/2014,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,3,11,0
49,1970,Graduation,Single,20587,1,0,11/05/2014,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,3,11,0
4290,1972,Graduation,Married,30467,1,0,19/03/2014,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0
10219,1972,Graduation,Together,31590,1,0,18/06/2013,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,3,11,0
4211,1986,Basic,Married,20425,1,0,29/10/2012,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0
1135,1960,Master,Together,17144,1,1,15/02/2014,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,3,11,0
6299,1968,PhD,Divorced,42564,0,1,02/01/2013,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,3,11,1
10846,1978,Master,Married,43783,1,0,29/05/2014,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,3,11,0
347,1976,Graduation,Divorced,40780,0,1,08/09/2012,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,3,11,0
6543,1945,Master,Together,62847,0,0,15/01/2013,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,3,11,0
10446,1957,PhD,Married,82017,0,0,07/11/2012,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,3,11,1
3479,1950,Graduation,Single,16813,0,0,19/07/2013,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,3,11,0
11075,1978,Graduation,Married,51267,1,1,29/10/2013,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,3,11,0
4442,1961,Graduation,Single,46524,0,1,05/04/2013,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,3,11,0
199,1962,Master,Single,45183,0,0,20/01/2013,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,3,11,0
6722,1954,PhD,Married,70421,0,1,28/06/2014,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,3,11,0
796,1965,2n Cycle,Divorced,60161,0,1,23/10/2012,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,3,11,0
3749,1973,Graduation,Together,73926,0,0,02/03/2013,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,3,11,0
8523,1968,Graduation,Married,19329,1,0,14/12/2013,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,3,11,0
310,1970,Master,Married,61872,0,1,13/12/2013,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,3,11,0
8629,1956,Graduation,Widow,46984,1,1,26/03/2013,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,3,11,0
236,1951,Graduation,Married,34838,1,1,19/01/2013,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,3,11,0
9930,1944,PhD,Single,82716,0,0,05/11/2013,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,3,11,0
3483,1958,Graduation,Married,48192,0,0,06/04/2013,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,3,11,1
4599,1976,Master,Married,49681,0,2,04/11/2013,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,3,11,0
7326,1971,Master,Married,56850,0,1,23/03/2014,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,3,11,0
7352,1957,Graduation,Married,55267,0,1,21/10/2013,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,3,11,0
2350,1972,Graduation,Married,59666,1,1,22/03/2013,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,3,11,0
9145,1972,Graduation,Single,72504,0,1,06/04/2013,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,3,11,0
2964,1981,Graduation,Married,26872,0,0,16/10/2013,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,3,11,0
5585,1972,Graduation,Single,21359,1,0,20/04/2013,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,3,11,1
9687,1975,Graduation,Single,73170,0,0,31/05/2014,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,3,11,0
3732,1955,Master,Married,52750,0,1,04/02/2013,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,3,11,0
6303,1986,PhD,Together,91820,0,0,23/11/2013,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,3,11,0
11176,1970,PhD,Together,65968,0,1,12/05/2014,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,3,11,0
2986,1976,Graduation,Married,30772,1,1,12/03/2014,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0
7462,1954,Graduation,Single,22507,0,0,24/11/2012,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,3,11,0
3900,1972,Graduation,Married,65685,0,1,29/03/2014,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,3,11,0
7034,1978,2n Cycle,Married,25804,1,0,01/09/2013,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,3,11,0
9493,1980,PhD,Single,76412,0,0,05/05/2013,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,3,11,1
1143,1972,Graduation,Married,22063,1,0,08/08/2013,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,3,11,0
1,1961,Graduation,Single,57091,0,0,15/06/2014,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,3,11,1
3855,1963,Graduation,Married,22419,0,0,18/04/2013,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0
5536,1959,Graduation,Together,87771,0,1,22/05/2013,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1
5989,1959,2n Cycle,Divorced,78353,0,1,16/04/2013,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,3,11,0
9499,1954,Graduation,Married,93404,1,2,07/05/2013,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,3,11,0
6768,1962,Graduation,Divorced,37859,1,2,12/01/2013,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0
2150,1958,PhD,Widow,80995,0,1,11/05/2013,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,3,11,0
6646,1984,Graduation,Together,16529,1,0,01/03/2014,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,3,11,0
4887,1976,PhD,Divorced,55412,1,1,22/11/2013,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,3,11,0
8560,1992,Graduation,Single,48789,0,0,10/09/2012,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,3,11,0
3321,1967,PhD,Together,56575,0,2,05/05/2013,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,3,11,0
11003,1980,2n Cycle,Together,25130,1,0,02/10/2013,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,3,11,0
10402,1967,Graduation,Married,35441,1,1,14/02/2013,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0
9904,1956,Graduation,Married,71391,0,1,29/03/2013,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,3,11,0
6141,1972,Master,Single,49494,1,0,25/04/2013,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,3,11,0
5687,1980,Graduation,Divorced,81702,0,0,23/09/2012,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,3,11,0
10856,1980,2n Cycle,Single,45889,0,1,02/07/2013,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,3,11,0
5121,1977,Graduation,Single,56628,0,1,21/03/2014,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,3,11,0
4186,1950,Graduation,Together,34026,1,1,05/08/2013,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,3,11,0
368,1974,Graduation,Married,40049,0,1,29/11/2012,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,3,11,0
3312,1988,Graduation,Single,34176,1,0,12/05/2014,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,3,11,0
11121,1981,Graduation,Married,19419,1,0,10/11/2012,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,3,11,0
5332,1960,2n Cycle,Married,82504,0,0,27/07/2013,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,3,11,0
5848,1970,Graduation,Together,81205,0,0,13/01/2014,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,3,11,1
10343,1991,2n Cycle,Single,61618,0,0,29/09/2012,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,3,11,0
5935,1956,Master,Single,55284,0,1,24/12/2012,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,3,11,0
2895,1963,Graduation,Single,49980,0,1,23/10/2013,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,3,11,0
10262,1980,Graduation,Married,15072,2,0,10/05/2013,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,3,11,0
7848,1974,Graduation,Single,49166,0,1,13/06/2013,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,3,11,0
9477,1954,PhD,Married,65324,0,1,11/01/2014,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,3,11,0
4856,1957,2n Cycle,Married,82347,0,0,06/11/2012,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,3,11,0
7186,1966,PhD,Together,30843,1,1,26/05/2014,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,3,11,0
5794,1974,PhD,Married,46374,0,1,17/03/2014,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,3,11,1
1456,1979,Graduation,Single,60474,0,1,01/04/2013,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,3,11,0
4877,1973,Master,Married,38576,0,1,04/03/2014,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,3,11,0
425,1985,Graduation,Married,55357,2,0,19/02/2013,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,3,11,0
3007,1966,Graduation,Together,37758,1,1,04/10/2012,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0
1031,1989,2n Cycle,Married,85710,0,0,05/05/2013,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,3,11,0
4297,1969,Graduation,Together,23228,1,0,26/01/2014,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0
807,1969,Master,Together,44602,1,1,15/02/2014,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,3,11,0
9553,1987,Graduation,Married,7500,0,0,09/01/2013,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,3,11,0
4271,1989,2n Cycle,Together,38683,1,0,04/10/2012,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,3,11,0
4120,1975,2n Cycle,Single,49514,1,0,17/12/2013,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,3,11,0
2036,1973,PhD,Together,57906,0,1,11/06/2013,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,3,11,0
115,1966,Master,Single,43456,0,1,26/03/2013,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,3,11,0
4259,1986,Master,Single,19485,2,0,24/09/2013,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0
8687,1978,Graduation,Together,53172,0,1,06/05/2013,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,3,11,0
2447,1979,Graduation,Together,30545,1,0,17/10/2012,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,3,11,0
10140,1983,PhD,Together,70123,0,0,28/09/2013,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,3,11,0
9353,1959,Graduation,Single,62450,0,1,06/01/2014,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,3,11,0
3623,1976,Graduation,Together,21675,1,0,11/06/2014,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,3,11,0
738,1981,2n Cycle,Single,42395,1,1,04/04/2014,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,3,11,0
7631,1978,Master,Together,61346,1,0,06/10/2013,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,3,11,0
4789,1953,Graduation,Together,80812,0,0,17/09/2013,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,3,11,0
773,1971,Master,Divorced,42835,1,1,30/06/2013,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,3,11,0
10602,1983,Graduation,Married,39922,1,0,14/02/2013,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,3,11,0
1446,1956,Master,Single,86424,0,0,05/04/2014,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,3,11,0
3270,1978,2n Cycle,Together,17117,1,0,17/01/2013,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,3,11,0
8443,1972,Graduation,Single,24762,1,0,10/02/2014,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,0,3,11,1
9653,1975,Graduation,Married,35797,0,1,16/10/2012,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,3,11,0
8916,1975,Graduation,Divorced,36627,2,0,23/07/2013,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0
8017,1981,2n Cycle,Married,51111,1,1,19/06/2014,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0
5830,1972,PhD,Single,86857,0,0,12/09/2012,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1
4597,1970,PhD,Together,82072,0,0,02/07/2013,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,3,11,0
7023,1953,PhD,Single,46231,2,1,26/11/2012,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,3,11,0
8086,1959,Graduation,Married,42243,1,1,11/12/2013,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0
8825,1962,Graduation,Together,51195,1,1,01/04/2013,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,3,11,0
